Age,Attrition,BusinessTravel,DailyRate,dept_id,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over_time,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,0,Travel_Frequently,469,2,3,3,Technical Degree,1257,3,Male,46,3,1,Research Scientist,2,Married,3692,1,0,12,3,3,0,12,2,2,11,10,0,7
48,0,Travel_Rarely,969,2,2,2,Technical Degree,1258,4,Male,76,4,1,Laboratory Technician,2,Single,2559,5,0,11,3,3,0,7,4,2,1,0,0,0
27,0,Travel_Rarely,1167,2,4,2,Life Sciences,1259,1,Male,76,3,1,Research Scientist,3,Divorced,2517,1,0,11,3,2,3,5,2,3,5,3,0,3
29,0,Travel_Rarely,1329,2,7,3,Life Sciences,1260,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,1,1,11,3,2,2,6,2,3,6,0,1,0
48,0,Travel_Rarely,715,2,1,3,Life Sciences,1263,4,Male,76,2,5,Research Director,4,Single,18265,6,0,12,3,3,0,25,3,4,1,0,0,0
29,0,Travel_Rarely,694,2,1,3,Life Sciences,1264,4,Female,87,2,4,Research Director,4,Divorced,16124,3,0,14,3,2,2,9,2,2,7,7,1,7
34,0,Travel_Rarely,1320,2,20,3,Technical Degree,1265,3,Female,89,4,1,Research Scientist,3,Married,2585,0,0,17,3,4,0,2,5,2,1,0,0,0
44,0,Travel_Rarely,1099,1,5,3,Marketing,1267,2,Male,88,3,5,Manager,2,Married,18213,7,0,11,3,3,1,26,5,3,22,9,3,10
33,0,Travel_Rarely,536,1,10,5,Marketing,1268,4,Male,82,4,3,Sales Executive,3,Divorced,8380,0,1,14,3,4,2,10,3,3,9,8,0,8
19,0,Travel_Rarely,265,2,25,3,Life Sciences,1269,2,Female,57,4,1,Research Scientist,4,Single,2994,1,1,12,3,4,0,1,2,3,1,0,0,1
23,0,Travel_Rarely,373,2,1,2,Life Sciences,1270,4,Male,47,3,1,Research Scientist,3,Married,1223,1,0,22,4,4,1,1,2,3,1,0,0,1
25,1,Travel_Frequently,599,1,24,1,Life Sciences,1273,3,Male,73,1,1,Sales Representative,4,Single,1118,1,1,14,3,4,0,1,4,3,1,0,1,0
26,0,Travel_Rarely,583,2,4,2,Life Sciences,1275,3,Male,53,3,1,Research Scientist,4,Single,2875,1,1,20,4,2,0,8,2,2,8,5,2,2
45,1,Travel_Rarely,1449,1,2,3,Marketing,1277,1,Female,94,1,5,Manager,2,Single,18824,2,1,16,3,1,0,26,2,3,24,10,1,11
55,0,Non-Travel,177,2,8,1,Medical,1278,4,Male,37,2,4,Healthcare Representative,2,Divorced,13577,1,1,15,3,4,1,34,3,3,33,9,15,0
21,1,Travel_Frequently,251,2,10,2,Life Sciences,1279,1,Female,45,2,1,Laboratory Technician,3,Single,2625,1,0,20,4,3,0,2,2,1,2,2,2,2
46,0,Travel_Rarely,168,1,4,2,Marketing,1280,4,Female,33,2,5,Manager,2,Married,18789,2,0,14,3,3,1,26,2,3,11,4,0,8
34,0,Travel_Rarely,131,1,2,3,Marketing,1281,3,Female,86,3,2,Sales Executive,1,Single,4538,0,1,12,3,4,0,4,3,3,3,2,0,2
51,0,Travel_Frequently,237,1,9,3,Life Sciences,1282,4,Male,83,3,5,Manager,2,Divorced,19847,4,1,24,4,1,1,31,5,2,29,10,11,10
59,0,Travel_Rarely,1429,2,18,4,Medical,1283,4,Male,67,3,3,Manufacturing Director,4,Single,10512,6,0,12,3,4,0,25,6,2,9,7,5,4
34,0,Travel_Frequently,135,2,19,3,Medical,1285,3,Female,46,3,2,Laboratory Technician,2,Divorced,4444,4,0,13,3,3,2,15,2,4,11,8,5,10
28,0,Travel_Frequently,791,2,1,4,Medical,1286,4,Male,44,3,1,Laboratory Technician,3,Single,2154,0,1,11,3,3,0,5,2,2,4,2,0,2
44,0,Travel_Rarely,1199,2,4,2,Life Sciences,1288,3,Male,92,4,5,Manager,1,Divorced,19190,1,0,14,3,4,2,26,4,2,25,9,14,13
34,0,Travel_Frequently,648,3,11,3,Life Sciences,1289,3,Male,56,2,2,Human Resources,2,Married,4490,4,0,11,3,4,2,14,5,4,10,9,1,8
35,0,Travel_Rarely,735,2,6,1,Life Sciences,1291,3,Male,66,3,1,Research Scientist,3,Married,3506,0,1,14,3,4,0,4,3,3,3,2,2,2
42,0,Travel_Rarely,603,2,7,4,Medical,1292,2,Female,78,4,2,Research Scientist,2,Married,2372,6,1,16,3,4,0,18,2,3,1,0,0,0
43,0,Travel_Rarely,531,1,4,4,Marketing,1293,4,Female,56,2,3,Sales Executive,4,Single,10231,3,0,14,3,4,0,23,3,4,21,7,15,17
36,0,Travel_Rarely,429,2,2,4,Life Sciences,1294,3,Female,53,3,2,Manufacturing Director,2,Single,5410,9,1,11,3,4,0,18,2,3,16,14,5,12
44,1,Travel_Rarely,621,2,15,3,Medical,1295,1,Female,73,3,3,Healthcare Representative,4,Married,7978,1,0,11,3,4,1,10,2,3,10,7,0,5
28,0,Travel_Frequently,193,2,2,3,Life Sciences,1296,4,Male,52,2,1,Laboratory Technician,4,Married,3867,1,1,12,3,2,1,2,2,3,2,2,2,2
51,0,Travel_Frequently,968,2,6,2,Medical,1297,2,Female,40,2,1,Laboratory Technician,3,Single,2838,0,0,14,3,2,0,8,6,2,7,0,7,7
30,0,Non-Travel,879,2,9,2,Medical,1298,3,Female,72,3,2,Manufacturing Director,3,Single,4695,7,1,18,3,3,0,10,3,3,8,4,1,7
29,1,Travel_Rarely,806,2,7,3,Technical Degree,1299,2,Female,39,3,1,Laboratory Technician,3,Divorced,3339,3,1,13,3,1,2,10,2,3,7,7,7,7
28,0,Travel_Rarely,640,2,1,3,Technical Degree,1301,4,Male,84,3,1,Research Scientist,1,Single,2080,2,0,11,3,2,0,5,2,2,3,2,1,2
25,0,Travel_Rarely,266,2,1,3,Medical,1303,4,Female,40,3,1,Research Scientist,2,Single,2096,1,0,18,3,4,0,2,3,2,2,2,2,1
32,0,Travel_Rarely,604,1,8,3,Medical,1304,3,Male,56,4,2,Sales Executive,4,Married,6209,1,0,15,3,3,2,10,4,4,10,7,0,8
45,0,Travel_Frequently,364,2,25,3,Medical,1306,2,Female,83,3,5,Manager,2,Single,18061,3,0,22,4,3,0,22,4,3,0,0,0,0
39,0,Travel_Rarely,412,2,13,4,Medical,1307,3,Female,94,2,4,Manager,2,Divorced,17123,6,1,13,3,4,2,21,4,3,19,9,15,2
58,0,Travel_Rarely,848,2,23,4,Life Sciences,1308,1,Male,88,3,1,Research Scientist,3,Divorced,2372,1,0,12,3,4,2,2,3,3,2,2,2,2
32,1,Travel_Rarely,1089,2,7,2,Life Sciences,1309,4,Male,79,3,2,Laboratory Technician,3,Married,4883,1,0,18,3,1,1,10,3,3,10,4,1,1
39,1,Travel_Rarely,360,2,23,3,Medical,1310,3,Male,93,3,1,Research Scientist,1,Single,3904,0,0,13,3,1,0,6,2,3,5,2,0,3
30,0,Travel_Rarely,1138,2,6,3,Technical Degree,1311,1,Female,48,2,2,Laboratory Technician,4,Married,4627,0,0,12,3,1,1,10,6,3,9,2,6,7
36,0,Travel_Rarely,325,2,10,4,Technical Degree,1312,4,Female,63,3,3,Healthcare Representative,3,Married,7094,3,0,12,3,1,0,10,0,3,7,7,1,7
46,0,Travel_Rarely,991,3,1,2,Life Sciences,1314,4,Female,44,3,1,Human Resources,1,Single,3423,6,0,12,3,3,0,10,3,4,7,6,5,7
28,0,Non-Travel,1476,2,1,3,Life Sciences,1315,3,Female,55,1,2,Laboratory Technician,4,Married,6674,0,0,11,3,1,3,10,6,3,9,8,7,5
50,0,Travel_Rarely,1322,2,28,3,Life Sciences,1317,4,Female,43,3,4,Research Director,1,Married,16880,4,1,11,3,2,0,25,2,3,3,2,1,2
40,1,Travel_Rarely,299,1,25,4,Marketing,1318,4,Male,57,2,3,Sales Executive,2,Single,9094,2,1,12,3,3,0,9,2,3,5,4,1,0
52,1,Travel_Rarely,1030,1,5,3,Life Sciences,1319,2,Male,64,3,3,Sales Executive,2,Single,8446,9,1,19,3,3,0,10,2,2,8,7,7,7
30,0,Travel_Rarely,634,2,17,4,Medical,1321,2,Female,95,3,3,Manager,1,Married,11916,1,1,23,4,4,2,9,2,3,9,1,0,8
39,0,Travel_Rarely,524,2,18,2,Life Sciences,1322,1,Male,32,3,2,Manufacturing Director,3,Single,4534,0,0,11,3,1,0,9,6,3,8,7,1,7
31,0,Non-Travel,587,1,2,4,Life Sciences,1324,4,Female,57,3,3,Sales Executive,3,Divorced,9852,1,1,19,3,1,1,10,5,2,10,8,9,6
41,0,Non-Travel,256,1,10,2,Medical,1329,3,Male,40,1,2,Sales Executive,2,Single,6151,1,0,13,3,1,0,19,4,3,19,2,11,9
31,1,Travel_Frequently,1060,1,1,3,Life Sciences,1331,4,Female,54,3,1,Sales Representative,2,Single,2302,1,1,11,3,1,0,3,2,4,3,2,2,2
44,1,Travel_Rarely,935,2,3,3,Life Sciences,1333,1,Male,89,3,1,Laboratory Technician,1,Married,2362,4,0,12,3,3,0,10,4,4,3,2,1,2
42,0,Non-Travel,495,2,2,1,Life Sciences,1334,3,Male,37,3,4,Manager,3,Married,17861,0,1,13,3,4,0,21,3,2,20,8,2,10
55,0,Travel_Rarely,282,2,2,2,Medical,1336,4,Female,58,1,5,Manager,3,Married,19187,4,0,14,3,4,1,23,5,3,19,9,9,11
56,0,Travel_Rarely,206,3,8,4,Life Sciences,1338,4,Male,99,3,5,Manager,2,Single,19717,6,0,14,3,1,0,36,4,3,7,3,7,7
40,0,Non-Travel,458,2,16,2,Life Sciences,1340,3,Male,74,3,1,Research Scientist,3,Divorced,3544,9,0,16,3,2,1,6,0,3,4,2,0,0
34,0,Travel_Rarely,943,2,9,3,Life Sciences,1344,4,Male,86,3,3,Healthcare Representative,4,Divorced,8500,0,0,11,3,4,1,10,0,2,9,7,1,6
40,0,Travel_Rarely,523,2,2,3,Life Sciences,1346,3,Male,98,3,2,Research Scientist,4,Single,4661,1,0,13,3,3,0,9,4,3,9,8,8,8
41,0,Travel_Frequently,1018,1,1,3,Marketing,1349,3,Female,66,3,2,Sales Executive,1,Divorced,4103,0,0,17,3,4,1,10,2,3,9,3,1,7
35,0,Travel_Frequently,482,2,4,4,Life Sciences,1350,3,Male,87,3,2,Research Scientist,3,Single,4249,1,1,11,3,2,0,9,3,3,9,6,1,1
51,0,Travel_Rarely,770,3,5,3,Life Sciences,1352,3,Male,84,3,4,Manager,2,Divorced,14026,1,1,11,3,2,1,33,2,3,33,9,0,10
38,0,Travel_Rarely,1009,1,2,2,Life Sciences,1355,2,Female,31,3,2,Sales Executive,1,Divorced,6893,3,0,15,3,4,1,11,3,3,7,7,1,7
34,0,Travel_Rarely,507,1,15,2,Medical,1356,3,Female,66,3,2,Sales Executive,1,Single,6125,1,0,12,3,4,0,10,6,4,10,8,9,6
25,0,Travel_Rarely,882,2,19,1,Medical,1358,4,Male,67,3,1,Laboratory Technician,4,Married,3669,3,0,11,3,3,3,7,6,2,3,2,1,2
58,1,Travel_Rarely,601,2,7,4,Medical,1360,3,Female,53,2,3,Manufacturing Director,1,Married,10008,7,1,14,3,4,0,31,0,2,10,9,5,9
40,0,Travel_Rarely,329,2,1,4,Life Sciences,1361,2,Male,88,3,1,Laboratory Technician,2,Married,2387,3,0,22,4,3,1,7,3,3,4,2,0,3
36,0,Travel_Frequently,607,1,7,3,Marketing,1362,1,Female,83,4,2,Sales Executive,1,Married,4639,2,0,16,3,4,1,17,2,2,15,7,6,13
48,0,Travel_Rarely,855,2,4,3,Life Sciences,1363,4,Male,54,3,3,Manufacturing Director,4,Single,7898,1,0,11,3,3,0,11,2,3,10,9,0,8
27,0,Travel_Rarely,1291,1,11,3,Medical,1364,3,Female,98,4,1,Sales Representative,4,Married,2534,8,0,14,3,2,1,5,4,3,1,0,0,0
51,0,Travel_Rarely,1405,2,11,2,Technical Degree,1367,4,Female,82,2,4,Manufacturing Director,2,Single,13142,3,0,16,3,2,0,29,1,2,5,2,0,3
18,0,Non-Travel,1124,2,1,3,Life Sciences,1368,4,Female,97,3,1,Laboratory Technician,4,Single,1611,1,0,15,3,3,0,0,5,4,0,0,0,0
35,0,Travel_Rarely,817,2,1,3,Medical,1369,4,Female,60,2,2,Laboratory Technician,4,Married,5363,0,0,12,3,2,1,10,0,3,9,7,0,0
27,0,Travel_Frequently,793,1,2,1,Life Sciences,1371,4,Male,43,1,2,Sales Executive,4,Single,5071,3,0,20,4,2,0,8,3,3,6,2,0,0
55,1,Travel_Rarely,267,1,13,4,Marketing,1372,1,Male,85,4,4,Sales Executive,3,Single,13695,6,1,17,3,3,0,24,2,2,19,7,3,8
56,0,Travel_Rarely,1369,2,23,3,Life Sciences,1373,4,Male,68,3,4,Manufacturing Director,2,Married,13402,4,1,12,3,1,1,33,0,3,19,16,15,9
34,0,Non-Travel,999,2,26,1,Technical Degree,1374,1,Female,92,2,1,Research Scientist,3,Divorced,2029,1,0,20,4,3,3,5,2,3,5,4,0,0
40,0,Travel_Rarely,1202,2,2,1,Medical,1375,2,Female,89,4,2,Healthcare Representative,3,Divorced,6377,5,0,20,4,2,3,15,0,3,12,11,11,8
34,0,Travel_Rarely,285,2,29,3,Medical,1377,2,Male,86,3,2,Laboratory Technician,3,Married,5429,4,0,13,3,1,2,10,1,3,8,7,7,7
31,1,Travel_Frequently,703,1,2,3,Life Sciences,1379,3,Female,90,2,1,Sales Representative,4,Single,2785,7,0,14,3,3,0,3,3,4,1,0,0,0
35,1,Travel_Frequently,662,1,18,4,Marketing,1380,4,Female,67,3,2,Sales Executive,3,Married,4614,0,1,18,3,3,1,5,0,2,4,2,3,2
38,0,Travel_Frequently,693,2,7,3,Life Sciences,1382,4,Male,57,4,1,Research Scientist,3,Divorced,2610,1,0,11,3,4,3,4,2,3,4,2,0,3
34,0,Travel_Rarely,404,2,2,4,Technical Degree,1383,3,Female,98,3,2,Healthcare Representative,4,Single,6687,1,0,11,3,4,0,14,2,4,14,11,4,11
28,0,Travel_Rarely,736,1,26,3,Life Sciences,1387,3,Male,48,2,2,Sales Executive,1,Married,4724,1,0,11,3,3,1,5,0,3,5,3,0,4
31,1,Travel_Rarely,330,2,22,4,Medical,1389,4,Male,98,3,2,Manufacturing Director,3,Married,6179,1,1,15,3,4,2,10,3,2,10,2,6,7
39,0,Travel_Rarely,1498,1,21,4,Life Sciences,1390,1,Male,44,2,2,Sales Executive,4,Married,6120,3,1,12,3,4,2,8,2,4,5,4,1,4
51,0,Travel_Frequently,541,1,2,3,Marketing,1391,2,Male,52,3,3,Sales Executive,2,Married,10596,2,0,11,3,2,0,14,5,3,4,2,3,2
41,0,Travel_Frequently,1200,2,22,3,Life Sciences,1392,4,Female,75,3,2,Research Scientist,4,Divorced,5467,3,1,14,3,1,2,12,4,2,6,2,3,3
37,0,Travel_Rarely,1439,2,4,1,Life Sciences,1394,3,Male,54,3,1,Research Scientist,3,Married,2996,7,1,15,3,4,0,8,2,3,6,4,1,3
33,0,Travel_Frequently,1111,1,5,1,Life Sciences,1395,2,Male,61,3,2,Sales Executive,4,Married,9998,6,0,13,3,1,0,8,2,4,5,4,1,2
32,0,Travel_Rarely,499,1,2,1,Marketing,1396,3,Male,36,3,2,Sales Executive,2,Married,4078,0,1,13,3,1,3,4,3,2,3,2,1,2
39,0,Non-Travel,1485,2,25,2,Life Sciences,1397,3,Male,71,3,3,Healthcare Representative,3,Married,10920,3,0,21,4,2,1,13,2,3,6,4,0,5
25,0,Travel_Rarely,1372,1,18,1,Life Sciences,1399,1,Male,93,4,2,Sales Executive,3,Married,6232,2,0,11,3,2,0,6,3,2,3,2,1,2
52,0,Travel_Frequently,322,2,28,2,Medical,1401,4,Female,59,4,4,Manufacturing Director,3,Married,13247,2,1,11,3,2,1,24,3,2,5,3,0,2
43,0,Travel_Rarely,930,2,6,3,Medical,1402,1,Female,73,2,2,Research Scientist,3,Single,4081,1,1,14,3,1,0,20,3,1,20,7,1,8
27,0,Travel_Rarely,205,1,10,3,Marketing,1403,4,Female,98,2,2,Sales Executive,4,Married,5769,1,1,11,3,4,0,6,3,3,6,2,4,4
27,1,Travel_Rarely,135,2,17,4,Life Sciences,1405,4,Female,51,3,1,Research Scientist,3,Single,2394,1,1,13,3,4,0,8,2,3,8,2,7,7
26,0,Travel_Rarely,683,2,2,1,Medical,1407,1,Male,36,2,1,Research Scientist,4,Single,3904,0,0,12,3,4,0,5,2,3,4,3,1,1
42,0,Travel_Rarely,1147,3,10,3,Human Resources,1408,3,Female,31,3,4,Manager,1,Married,16799,0,0,14,3,3,1,21,5,3,20,7,0,9
52,0,Travel_Rarely,258,2,8,4,Other,1409,3,Female,54,3,1,Laboratory Technician,1,Married,2950,9,0,13,3,3,0,12,2,1,5,4,0,4
37,0,Travel_Rarely,1462,2,11,3,Medical,1411,1,Female,94,3,1,Laboratory Technician,3,Single,3629,4,0,18,3,1,0,8,6,3,3,2,0,2
35,0,Travel_Frequently,200,2,18,2,Life Sciences,1412,3,Male,60,3,3,Manufacturing Director,4,Single,9362,2,0,11,3,3,0,10,2,3,2,2,2,2
25,0,Travel_Rarely,949,2,1,3,Technical Degree,1415,1,Male,81,3,1,Laboratory Technician,4,Married,3229,4,0,11,3,2,1,7,2,2,3,2,0,2
26,0,Travel_Rarely,652,2,7,3,Other,1417,3,Male,100,4,1,Laboratory Technician,1,Single,3578,0,0,12,3,4,0,8,2,3,7,7,0,7
29,0,Travel_Rarely,332,3,17,3,Other,1419,2,Male,51,2,3,Human Resources,1,Single,7988,1,0,13,3,1,0,10,3,2,10,9,0,9
49,1,Travel_Frequently,1475,2,28,2,Life Sciences,1420,1,Male,97,2,2,Laboratory Technician,1,Single,4284,3,0,20,4,1,0,20,2,3,4,3,1,3
29,1,Travel_Frequently,337,2,14,1,Other,1421,3,Female,84,3,3,Healthcare Representative,4,Single,7553,0,1,12,3,1,0,9,1,3,8,7,7,7
54,0,Travel_Rarely,971,2,1,3,Medical,1422,4,Female,54,3,4,Research Director,4,Single,17328,6,0,19,3,4,0,29,3,2,20,7,12,7
58,0,Travel_Rarely,1055,2,1,3,Medical,1423,4,Female,76,3,5,Research Director,1,Married,19701,3,1,21,4,3,1,32,3,3,9,8,1,5
55,0,Travel_Rarely,1136,2,1,4,Medical,1424,2,Male,81,4,4,Research Director,4,Divorced,14732,2,0,13,3,4,2,31,4,4,7,7,0,0
36,0,Travel_Rarely,1174,1,3,4,Marketing,1425,1,Female,99,3,2,Sales Executive,2,Single,9278,3,1,16,3,4,0,15,3,3,5,4,0,1
31,1,Travel_Frequently,667,1,1,4,Life Sciences,1427,2,Female,50,1,1,Sales Representative,3,Single,1359,1,0,12,3,2,0,1,3,3,1,0,0,0
30,0,Travel_Rarely,855,1,7,4,Marketing,1428,4,Female,73,3,2,Sales Executive,1,Divorced,4779,7,0,14,3,2,2,8,3,3,3,2,0,2
31,0,Travel_Rarely,182,2,8,5,Life Sciences,1430,1,Female,93,3,4,Research Director,2,Single,16422,3,0,11,3,3,0,9,3,4,3,2,1,0
34,0,Travel_Frequently,560,2,1,4,Other,1431,4,Male,91,3,1,Research Scientist,1,Divorced,2996,5,0,14,3,3,2,10,2,3,4,3,1,3
31,1,Travel_Rarely,202,2,8,3,Life Sciences,1433,1,Female,34,2,1,Research Scientist,2,Single,1261,1,0,12,3,3,0,1,3,4,1,0,0,0
27,0,Travel_Rarely,1377,2,11,1,Life Sciences,1434,2,Male,91,3,1,Laboratory Technician,1,Married,2099,0,0,14,3,2,0,6,3,4,5,0,1,4
36,0,Travel_Rarely,172,2,4,4,Life Sciences,1435,1,Male,37,2,2,Laboratory Technician,4,Single,5810,1,0,16,3,3,0,10,2,2,10,4,1,8
36,0,Travel_Rarely,329,1,16,4,Marketing,1436,3,Female,98,2,2,Sales Executive,1,Married,5647,4,0,13,3,1,2,11,3,2,3,2,0,2
47,0,Travel_Rarely,465,2,1,3,Technical Degree,1438,1,Male,74,3,1,Research Scientist,4,Married,3420,7,0,12,3,3,1,17,2,2,6,5,1,2
25,1,Travel_Rarely,383,1,9,2,Life Sciences,1439,1,Male,68,2,1,Sales Representative,1,Married,4400,3,0,12,3,1,0,6,2,3,3,2,2,2
37,0,Non-Travel,1413,2,5,2,Technical Degree,1440,3,Male,84,4,1,Laboratory Technician,3,Single,3500,0,0,14,3,1,0,7,2,1,6,5,1,3
56,0,Travel_Rarely,1255,2,1,2,Life Sciences,1441,1,Female,90,3,1,Research Scientist,1,Married,2066,2,0,22,4,4,1,5,3,4,3,2,1,0
47,0,Travel_Rarely,359,2,2,4,Medical,1443,1,Female,82,3,4,Research Director,3,Married,17169,3,0,19,3,2,2,26,2,4,20,17,5,6
24,0,Travel_Rarely,1476,1,4,1,Medical,1445,4,Female,42,3,2,Sales Executive,3,Married,4162,1,1,12,3,3,2,5,3,3,5,4,0,3
32,0,Travel_Rarely,601,1,7,5,Marketing,1446,4,Male,97,3,2,Sales Executive,4,Married,9204,4,0,12,3,3,1,7,3,2,4,3,0,3
34,0,Travel_Rarely,401,2,1,3,Life Sciences,1447,4,Female,86,2,1,Laboratory Technician,2,Married,3294,5,0,17,3,1,1,7,2,2,5,4,0,2
41,0,Travel_Rarely,1283,2,5,5,Medical,1448,2,Male,90,4,1,Research Scientist,3,Married,2127,2,1,12,3,1,0,7,5,2,4,2,0,3
40,0,Non-Travel,663,2,9,4,Other,1449,3,Male,81,3,2,Laboratory Technician,3,Divorced,3975,3,0,11,3,3,2,11,2,4,8,7,0,7
31,0,Travel_Rarely,326,1,8,2,Life Sciences,1453,1,Male,31,3,3,Sales Executive,4,Divorced,10793,1,0,18,3,1,1,13,5,3,13,7,9,9
46,1,Travel_Rarely,377,1,9,3,Marketing,1457,1,Male,52,3,3,Sales Executive,4,Divorced,10096,4,0,11,3,1,1,28,1,4,7,7,4,3
39,1,Non-Travel,592,2,2,3,Life Sciences,1458,1,Female,54,2,1,Laboratory Technician,1,Single,3646,2,1,23,4,2,0,11,2,4,1,0,0,0
31,1,Travel_Frequently,1445,2,1,5,Life Sciences,1459,3,Female,100,4,3,Manufacturing Director,2,Single,7446,1,0,11,3,1,0,10,2,3,10,8,4,7
45,0,Travel_Rarely,1038,2,20,3,Medical,1460,2,Male,95,1,3,Healthcare Representative,1,Divorced,10851,2,1,18,3,2,1,24,2,3,7,7,0,7
31,0,Travel_Rarely,1398,3,8,2,Medical,1461,4,Female,96,4,1,Human Resources,2,Single,2109,9,0,18,3,4,0,8,3,3,3,2,0,2
31,1,Travel_Frequently,523,2,2,3,Life Sciences,1464,2,Male,94,3,1,Laboratory Technician,4,Married,3722,6,1,13,3,3,1,7,2,1,2,2,2,2
45,0,Travel_Rarely,1448,2,29,3,Technical Degree,1465,2,Male,55,3,3,Manufacturing Director,4,Married,9380,4,1,18,3,4,2,10,4,4,3,1,1,2
48,0,Travel_Rarely,1221,1,7,3,Marketing,1466,3,Male,96,3,2,Sales Executive,1,Divorced,5486,4,0,11,3,1,3,15,3,3,2,2,2,2
34,1,Travel_Rarely,1107,3,9,4,Technical Degree,1467,1,Female,52,3,1,Human Resources,3,Married,2742,1,0,15,3,4,0,2,0,3,2,2,2,2
40,0,Non-Travel,218,2,8,1,Medical,1468,4,Male,55,2,3,Research Director,2,Divorced,13757,2,0,11,3,3,1,16,5,3,9,8,4,8
28,0,Travel_Rarely,866,1,5,3,Medical,1469,4,Male,84,3,2,Sales Executive,1,Single,8463,0,0,18,3,4,0,6,4,3,5,4,1,3
44,0,Non-Travel,981,2,5,3,Life Sciences,1471,3,Male,90,2,1,Laboratory Technician,3,Single,3162,3,0,14,3,4,0,7,5,3,5,2,0,3
53,0,Travel_Rarely,447,2,2,3,Medical,1472,4,Male,39,4,4,Research Director,2,Single,16598,4,0,12,3,2,0,35,2,2,9,8,8,8
49,0,Travel_Rarely,1495,2,5,4,Technical Degree,1473,1,Male,96,3,2,Healthcare Representative,3,Married,6651,2,0,14,3,2,1,20,0,2,3,2,1,2
40,0,Travel_Rarely,896,2,2,3,Medical,1474,3,Male,68,3,1,Research Scientist,3,Divorced,2345,2,0,14,3,3,1,8,3,4,3,1,1,2
44,0,Travel_Rarely,1467,2,20,3,Life Sciences,1475,4,Male,49,3,1,Research Scientist,2,Single,3420,1,0,13,3,3,0,6,3,2,5,2,1,3
33,0,Travel_Frequently,430,1,7,3,Medical,1477,4,Male,54,3,2,Sales Executive,1,Married,4373,0,0,14,3,1,2,5,2,3,4,3,0,3
34,0,Travel_Rarely,1326,1,3,3,Other,1478,4,Male,81,1,2,Sales Executive,1,Single,4759,3,0,18,3,4,0,15,2,3,13,9,3,12
30,0,Travel_Rarely,1358,1,16,1,Life Sciences,1479,4,Male,96,3,2,Sales Executive,3,Married,5301,8,0,15,3,3,2,4,2,2,2,1,2,2
42,0,Travel_Frequently,748,2,9,2,Medical,1480,1,Female,74,3,1,Laboratory Technician,4,Single,3673,1,0,13,3,3,0,12,3,3,12,9,5,8
44,0,Travel_Frequently,383,1,1,5,Marketing,1481,1,Female,79,3,2,Sales Executive,3,Married,4768,7,0,12,3,3,1,11,4,2,1,0,0,0
30,0,Non-Travel,990,2,7,3,Technical Degree,1482,3,Male,64,3,1,Research Scientist,3,Divorced,1274,1,0,13,3,2,2,1,2,2,1,0,0,0
57,0,Travel_Rarely,405,2,1,2,Life Sciences,1483,2,Male,93,4,2,Research Scientist,3,Married,4900,0,0,24,4,1,1,13,2,2,12,9,2,8
49,0,Travel_Rarely,1490,2,7,4,Life Sciences,1484,3,Male,35,3,3,Healthcare Representative,2,Divorced,10466,3,0,14,3,2,2,29,3,3,8,7,0,7
34,0,Travel_Frequently,829,2,15,3,Medical,1485,2,Male,71,3,4,Research Director,1,Divorced,17007,7,0,14,3,4,2,16,3,2,14,8,6,9
28,1,Travel_Frequently,1496,1,1,3,Technical Degree,1486,1,Male,92,3,1,Sales Representative,3,Married,2909,3,0,15,3,4,1,5,3,4,3,2,1,2
29,1,Travel_Frequently,115,1,13,3,Technical Degree,1487,1,Female,51,3,2,Sales Executive,2,Single,5765,5,0,11,3,1,0,7,4,1,5,3,0,0
34,1,Travel_Rarely,790,1,24,4,Medical,1489,1,Female,40,2,2,Sales Executive,2,Single,4599,0,1,23,4,3,0,16,2,4,15,9,10,10
35,0,Travel_Rarely,660,1,7,1,Life Sciences,1492,4,Male,76,3,1,Sales Representative,3,Married,2404,1,0,13,3,1,1,1,3,3,1,0,0,0
24,1,Travel_Frequently,381,2,9,3,Medical,1494,2,Male,89,3,1,Laboratory Technician,1,Single,3172,2,1,11,3,3,0,4,2,2,0,0,0,0
24,0,Non-Travel,830,1,13,2,Life Sciences,1495,4,Female,78,3,1,Sales Representative,2,Married,2033,1,0,13,3,3,1,1,2,3,1,0,0,0
44,0,Travel_Frequently,1193,2,2,1,Medical,1496,2,Male,86,3,3,Manufacturing Director,3,Single,10209,5,1,18,3,2,0,16,2,2,2,2,2,2
29,0,Travel_Rarely,1246,1,19,3,Life Sciences,1497,3,Male,77,2,2,Sales Executive,3,Divorced,8620,1,0,14,3,3,2,10,3,3,10,7,0,4
30,0,Travel_Rarely,330,3,1,3,Life Sciences,1499,3,Male,46,3,1,Human Resources,3,Divorced,2064,0,0,21,4,1,1,6,3,4,5,3,1,3
55,0,Travel_Rarely,1229,2,4,4,Life Sciences,1501,4,Male,30,3,2,Healthcare Representative,3,Married,4035,0,1,16,3,2,0,4,2,3,3,2,1,2
